date,product_id,store_id,quantity,price,promotion_flag
2024-01-01,P017,S07,19,80.39,0
2024-01-01,P017,S08,47,26.54,1
2024-01-01,P017,S09,12,82.09,0
2024-01-01,P017,S10,11,456.96,0
2024-01-01,P018,S01,30,320.23,0
2024-01-01,P018,S02,42,31.15,0
2024-01-01,P018,S03,43,469.25,0
2024-01-01,P018,S04,21,323.46,0
2024-01-01,P018,S05,20,386.04,0
2024-01-01,P018,S06,21,158.87,0
2024-01-01,P018,S07,28,411.71,0
2024-01-01,P018,S08,9,499.33,0
2024-01-01,P018,S09,13,467.79,0
2024-01-01,P018,S10,12,419.61,0
2024-01-01,P019,S01,24,349.36,0
2024-01-01,P019,S02,34,488.8,0
2024-01-01,P019,S03,24,342.69,0
2024-01-01,P019,S04,36,379.43,0
2024-01-01,P019,S05,34,441.95,0
2024-01-01,P019,S06,19,40.81,1
2024-01-01,P019,S07,38,299.78,1
2024-01-01,P019,S08,10,415.1,0
2024-01-01,P019,S09,28,374.14,0
2024-01-01,P019,S10,36,243.05,0
2024-01-01,P020,S01,12,77.08,0
2024-01-01,P020,S02,15,190.15,1
2024-01-01,P020,S03,15,208.6,0
2024-01-01,P020,S04,53,125.98,0
2024-01-01,P020,S05,22,284.44,0
2024-01-01,P020,S06,36,144.89,0
2024-01-01,P020,S07,43,204.98,0
2024-01-01,P020,S08,24,344.79,0
2024-01-01,P020,S09,8,297.2,1
2024-01-01,P020,S10,40,469.06,0
2024-01-01,P021,S01,23,311.56,1
2024-01-01,P021,S02,8,104.55,0
2024-01-01,P021,S03,36,46.53,0
2024-01-01,P021,S04,19,446.42,0
2024-01-01,P021,S05,7,317.39,0
2024-01-01,P021,S06,41,101.76,0
2024-01-01,P021,S07,25,300.68,0
2024-01-01,P021,S08,15,435.75,0
2024-01-01,P021,S09,20,323.91,0
2024-01-01,P021,S10,40,236.5,0
2024-01-01,P022,S01,28,173.94,0
2024-01-01,P022,S02,15,367.09,0
2024-01-01,P022,S03,17,143.56,0
2024-01-01,P022,S04,44,45.24,0
2024-01-01,P022,S05,31,22.22,0
2024-01-01,P022,S06,46,339.17,1
2024-01-01,P022,S07,26,397.59,0
2024-01-01,P022,S08,38,149.76,0
2024-01-01,P022,S09,37,483.4,0
2024-01-01,P022,S10,33,441.51,0
2024-01-01,P023,S01,15,290.91,0
2024-01-01,P023,S02,29,220.46,0
2024-01-01,P023,S03,44,165.82,0
2024-01-01,P023,S04,8,270.68,0
2024-01-01,P023,S05,9,66.47,0
2024-01-01,P023,S06,15,438.28,0
2024-01-01,P023,S07,23,276.61,0
2024-01-01,P023,S08,40,41.66,0
2024-01-01,P023,S09,30,420.66,0
2024-01-01,P023,S10,37,210.67,0
2024-01-01,P024,S01,20,110.89,0
2024-01-01,P024,S02,48,488.43,0
2024-01-01,P024,S03,34,281.92,0
2024-01-01,P024,S04,41,205.44,0
2024-01-01,P024,S05,15,394.34,0
2024-01-01,P024,S06,45,95.61,0
2024-01-01,P024,S07,38,469.36,0
2024-01-01,P024,S08,8,50.4,0
2024-01-01,P024,S09,38,320.47,0
2024-01-01,P024,S10,40,475.44,0
2024-01-01,P025,S01,8,473.93,0
2024-01-01,P025,S02,37,173.95,0
2024-01-01,P025,S03,32,366.52,0
2024-01-01,P025,S04,36,258.87,0
2024-01-01,P025,S05,27,222.45,0
2024-01-01,P025,S06,35,39.96,1
2024-01-01,P025,S07,33,48.96,0
2024-01-01,P025,S08,37,326.21,0
2024-01-01,P025,S09,29,342.49,0
2024-01-01,P025,S10,21,262.77,0
2024-01-01,P026,S01,20,82.95,0
2024-01-01,P026,S02,27,478.9,0
2024-01-01,P026,S03,13,443.76,0
2024-01-01,P026,S04,28,249.63,0
2024-01-01,P026,S05,16,284.12,0
2024-01-01,P026,S06,10,379.04,0
2024-01-01,P026,S07,30,193.19,0
2024-01-01,P026,S08,24,380.85,0
2024-01-01,P026,S09,12,165.42,0
2024-01-01,P026,S10,17,436.24,0
2024-01-01,P027,S01,36,58.95,0
2024-01-01,P027,S02,35,263.45,1
2024-01-01,P027,S03,30,400.64,0
2024-01-01,P027,S04,41,148.68,0
2024-01-01,P027,S05,40,162.22,0
2024-01-01,P027,S06,14,347.04,0
2024-01-01,P027,S07,18,458.38,0
2024-01-01,P027,S08,39,152.58,0
2024-01-01,P027,S09,17,141.46,0
2024-01-01,P027,S10,34,122.28,0
2024-01-01,P028,S01,33,367.89,1
2024-01-01,P028,S02,35,99.58,1
2024-01-01,P028,S03,23,328.28,0
2024-01-01,P028,S04,43,463.21,0
2024-01-01,P028,S05,40,244.75,0
2024-01-01,P028,S06,14,402.11,0
2024-01-01,P028,S07,33,142.27,0
2024-01-01,P028,S08,41,426.4,0
2024-01-01,P028,S09,10,317.08,0
2024-01-01,P028,S10,15,440.81,0
2024-01-01,P029,S01,42,158.17,0
2024-01-01,P029,S02,17,299.67,0
2024-01-01,P029,S03,47,373.53,0
2024-01-01,P029,S04,22,481.1,0
2024-01-01,P029,S05,45,493.58,0
2024-01-01,P029,S06,39,358.33,1
2024-01-01,P029,S07,54,389.69,0
2024-01-01,P029,S08,33,31.74,0
2024-01-01,P029,S09,35,46.5,0
2024-01-01,P029,S10,53,379.86,0
2024-01-01,P030,S01,34,394.05,0
2024-01-01,P030,S02,19,377.12,0
2024-01-01,P030,S03,25,116.74,0
2024-01-01,P030,S04,35,87.69,0
2024-01-01,P030,S05,53,101.18,0
2024-01-01,P030,S06,7,495.12,0
2024-01-01,P030,S07,22,352.55,1
2024-01-01,P030,S08,43,362.12,0
2024-01-01,P030,S09,20,402.35,0
2024-01-01,P030,S10,11,178.5,0
2024-01-01,P031,S01,29,167.68,0
2024-01-01,P031,S02,43,293.04,0
2024-01-01,P031,S03,30,319.3,0
2024-01-01,P031,S04,37,55.55,0
2024-01-01,P031,S05,15,231.66,0
2024-01-01,P031,S06,21,385.0,0
2024-01-01,P031,S07,28,256.07,0
2024-01-01,P031,S08,34,267.53,0
2024-01-01,P031,S09,42,481.86,0
2024-01-01,P031,S10,11,20.27,0
2024-01-01,P032,S01,41,293.59,0
2024-01-01,P032,S02,36,176.59,0
2024-01-01,P032,S03,27,454.78,0
2024-01-01,P032,S04,31,140.21,0
2024-01-01,P032,S05,30,432.79,0
2024-01-01,P032,S06,16,165.54,0
2024-01-01,P032,S07,51,174.01,0
2024-01-01,P032,S08,29,216.0,0
2024-01-01,P032,S09,18,110.58,0
2024-01-01,P032,S10,20,285.91,0
2024-01-01,P033,S01,21,136.81,1
2024-01-01,P033,S02,14,384.68,1
2024-01-01,P033,S03,30,54.46,0
2024-01-01,P033,S04,51,92.02,0
2024-01-01,P033,S05,36,477.51,0
2024-01-01,P033,S06,19,127.72,0
2024-01-01,P033,S07,32,207.73,1
2024-01-01,P033,S08,34,248.01,0
2024-01-01,P033,S09,7,238.35,0
2024-01-01,P033,S10,23,386.25,0
2024-01-01,P034,S01,44,220.28,0
2024-01-01,P034,S02,16,370.29,0
2024-01-01,P034,S03,26,485.34,0
2024-01-01,P034,S04,17,242.68,0
2024-01-01,P034,S05,30,201.54,0
2024-01-01,P034,S06,14,493.91,0
2024-01-01,P034,S07,13,54.2,0
2024-01-01,P034,S08,32,425.94,0
2024-01-01,P034,S09,38,332.38,0
2024-01-01,P034,S10,41,93.29,0
2024-01-01,P035,S01,6,314.91,0
2024-01-01,P035,S02,24,139.18,0
2024-01-01,P035,S03,27,274.61,0
2024-01-01,P035,S04,6,308.66,0
2024-01-01,P035,S05,23,466.0,0
2024-01-01,P035,S06,8,250.3,0
2024-01-01,P035,S07,19,473.8,0
2024-01-01,P035,S08,18,466.45,0
2024-01-01,P035,S09,39,432.57,0
2024-01-01,P035,S10,24,274.75,0
2024-01-01,P036,S01,12,208.08,0
2024-01-01,P036,S02,27,146.47,0
2024-01-01,P036,S03,24,193.42,0
2024-01-01,P036,S04,27,257.41,0
2024-01-01,P036,S05,20,407.33,0
2024-01-01,P036,S06,34,496.55,0
2024-01-01,P036,S07,14,105.4,0
2024-01-01,P036,S08,5,35.75,0
2024-01-01,P036,S09,14,182.72,0
2024-01-01,P036,S10,17,275.28,0
2024-01-01,P037,S01,46,388.1,0
2024-01-01,P037,S02,28,497.25,0
2024-01-01,P037,S03,13,389.69,0
2024-01-01,P037,S04,37,152.44,0
2024-01-01,P037,S05,11,261.29,0
2024-01-01,P037,S06,22,415.48,0
2024-01-01,P037,S07,52,272.7,0
2024-01-01,P037,S08,40,466.21,0
2024-01-01,P037,S09,33,306.97,0
2024-01-01,P037,S10,11,338.2,0
2024-01-01,P038,S01,52,175.17,0
2024-01-01,P038,S02,34,69.99,0
2024-01-01,P038,S03,32,462.73,0
2024-01-01,P038,S04,14,213.46,1
2024-01-01,P038,S05,21,358.53,0
2024-01-01,P038,S06,14,301.16,1
2024-01-01,P038,S07,64,76.96,1
2024-01-01,P038,S08,22,49.1,0
2024-01-01,P038,S09,16,145.71,0
2024-01-01,P038,S10,20,390.49,0
2024-01-01,P039,S01,19,355.19,0
2024-01-01,P039,S02,17,80.75,0
2024-01-01,P039,S03,30,321.9,0
2024-01-01,P039,S04,39,110.29,0
2024-01-01,P039,S05,28,446.25,0
2024-01-01,P039,S06,18,167.66,0
2024-01-01,P039,S07,6,253.3,0
2024-01-01,P039,S08,20,307.12,0
2024-01-01,P039,S09,33,106.74,0
2024-01-01,P039,S10,14,258.22,0
2024-01-01,P040,S01,6,295.35,0
2024-01-01,P040,S02,27,86.52,0
2024-01-01,P040,S03,41,292.52,0
2024-01-01,P040,S04,16,46.68,1
2024-01-01,P040,S05,29,47.02,0
2024-01-01,P040,S06,17,401.85,0
2024-01-01,P040,S07,32,249.27,0
2024-01-01,P040,S08,36,220.92,0
2024-01-01,P040,S09,27,166.63,0
2024-01-01,P040,S10,23,353.05,0
2024-01-01,P041,S01,12,42.68,0
2024-01-01,P041,S02,32,382.92,0
2024-01-01,P041,S03,11,286.82,0
2024-01-01,P041,S04,29,487.8,0
2024-01-01,P041,S05,28,133.62,0
2024-01-01,P041,S06,17,115.03,0
2024-01-01,P041,S07,13,417.53,0
2024-01-01,P041,S08,27,479.35,0
2024-01-01,P041,S09,32,498.88,0
2024-01-01,P041,S10,16,294.35,0
2024-01-01,P042,S01,32,301.97,1
2024-01-01,P042,S02,37,278.0,0
2024-01-01,P042,S03,9,439.03,0
2024-01-01,P042,S04,12,372.33,0
2024-01-01,P042,S05,31,234.2,0
2024-01-01,P042,S06,35,44.18,0
2024-01-01,P042,S07,14,262.47,0
2024-01-01,P042,S08,10,204.0,0
2024-01-01,P042,S09,29,480.37,0
2024-01-01,P042,S10,12,471.37,0
2024-01-01,P043,S01,30,221.49,0
2024-01-01,P043,S02,9,90.0,0
2024-01-01,P043,S03,23,290.39,0
2024-01-01,P043,S04,40,458.45,0
2024-01-01,P043,S05,41,326.82,0
2024-01-01,P043,S06,8,139.92,0
2024-01-01,P043,S07,36,173.44,0
2024-01-01,P043,S08,28,476.0,0
2024-01-01,P043,S09,33,316.48,0
2024-01-01,P043,S10,36,210.11,0
2024-01-01,P044,S01,16,318.99,1
2024-01-01,P044,S02,19,421.38,0
2024-01-01,P044,S03,18,212.87,1
2024-01-01,P044,S04,45,79.72,0
2024-01-01,P044,S05,31,472.4,0
2024-01-01,P044,S06,26,381.66,0
2024-01-01,P044,S07,19,305.73,1
2024-01-01,P044,S08,48,390.99,0
2024-01-01,P044,S09,27,288.98,0
2024-01-01,P044,S10,15,258.35,0
2024-01-01,P045,S01,32,242.91,0
2024-01-01,P045,S02,32,384.79,0
2024-01-01,P045,S03,36,370.12,0
2024-01-01,P045,S04,31,377.4,0
2024-01-01,P045,S05,40,70.85,0
2024-01-01,P045,S06,37,138.07,0
2024-01-01,P045,S07,47,295.91,0
2024-01-01,P045,S08,30,246.5,0
2024-01-01,P045,S09,26,377.91,0
2024-01-01,P045,S10,45,299.69,0
2024-01-01,P046,S01,30,142.46,0
2024-01-01,P046,S02,41,493.73,0
2024-01-01,P046,S03,18,208.78,0
2024-01-01,P046,S04,34,409.9,0
2024-01-01,P046,S05,33,101.79,0
2024-01-01,P046,S06,39,86.96,0
2024-01-01,P046,S07,17,190.54,0
2024-01-01,P046,S08,17,85.6,0
2024-01-01,P046,S09,42,150.58,0
2024-01-01,P046,S10,15,296.14,0
2024-01-01,P047,S01,45,173.76,1
2024-01-01,P047,S02,11,35.81,0
2024-01-01,P047,S03,42,443.4,0
2024-01-01,P047,S04,44,272.04,0
2024-01-01,P047,S05,32,54.78,0
2024-01-01,P047,S06,27,495.68,0
2024-01-01,P047,S07,46,381.96,0
2024-01-01,P047,S08,32,84.91,0
2024-01-01,P047,S09,13,123.98,0
2024-01-01,P047,S10,34,205.0,0
2024-01-01,P048,S01,15,320.85,0
2024-01-01,P048,S02,33,306.01,0
2024-01-01,P048,S03,15,108.23,0
2024-01-01,P048,S04,7,463.19,0
2024-01-01,P048,S05,33,410.01,0
2024-01-01,P048,S06,16,416.68,0
2024-01-01,P048,S07,34,198.42,0
2024-01-01,P048,S08,49,123.99,1
2024-01-01,P048,S09,25,388.4,0
2024-01-01,P048,S10,21,174.0,0
2024-01-01,P049,S01,46,378.94,0
2024-01-01,P049,S02,24,70.04,0
2024-01-01,P049,S03,12,466.74,0
2024-01-01,P049,S04,41,125.8,1
2024-01-01,P049,S05,13,273.94,0
2024-01-01,P049,S06,12,160.16,1
2024-01-01,P049,S07,10,90.34,0
2024-01-01,P049,S08,26,221.64,0
2024-01-01,P049,S09,40,484.6,0
2024-01-01,P049,S10,59,82.45,1
2024-01-01,P050,S01,32,137.18,0
2024-01-01,P050,S02,5,303.1,0
2024-01-01,P050,S03,28,305.26,0
2024-01-01,P050,S04,36,246.46,0
2024-01-01,P050,S05,8,493.58,0
2024-01-01,P050,S06,31,220.77,0
2024-01-01,P050,S07,30,91.01,0
2024-01-01,P050,S08,25,25.67,0
2024-01-01,P050,S09,32,143.43,0
2024-01-01,P050,S10,17,107.99,0
2024-01-01,P051,S01,25,262.75,0
2024-01-01,P051,S02,36,440.05,0
2024-01-01,P051,S03,12,51.85,0
2024-01-01,P051,S04,11,313.0,0
2024-01-01,P051,S05,35,290.25,0
2024-01-01,P051,S06,34,377.92,0
2024-01-01,P051,S07,51,52.35,1
2024-01-01,P051,S08,25,355.13,0
2024-01-01,P051,S09,47,176.56,0
2024-01-01,P051,S10,26,293.95,0
2024-01-01,P052,S01,14,399.15,0
2024-01-01,P052,S02,27,20.15,1
2024-01-01,P052,S03,30,387.07,0
2024-01-01,P052,S04,38,139.36,0
2024-01-01,P052,S05,13,315.01,0
2024-01-01,P052,S06,24,149.55,0
2024-01-01,P052,S07,22,216.66,0
2024-01-01,P052,S08,34,482.73,0
2024-01-01,P052,S09,32,312.23,0
2024-01-01,P052,S10,10,394.84,0
2024-01-01,P053,S01,15,282.47,0
2024-01-01,P053,S02,51,483.0,0
2024-01-01,P053,S03,10,330.28,0
2024-01-01,P053,S04,39,361.36,0
2024-01-01,P053,S05,27,343.2,0
2024-01-01,P053,S06,13,179.0,0
2024-01-01,P053,S07,11,81.86,0
2024-01-01,P053,S08,42,67.19,0
2024-01-01,P053,S09,33,180.66,1
2024-01-01,P053,S10,19,372.84,0
2024-01-01,P054,S01,33,307.29,0
2024-01-01,P054,S02,9,53.71,0
2024-01-01,P054,S03,77,326.85,1
2024-01-01,P054,S04,25,56.79,0
2024-01-01,P054,S05,48,492.6,0
2024-01-01,P054,S06,7,47.69,0
2024-01-01,P054,S07,56,142.55,1
2024-01-01,P054,S08,13,21.74,0
2024-01-01,P054,S09,10,320.95,1
2024-01-01,P054,S10,23,190.3,0
2024-01-01,P055,S01,22,368.73,1
2024-01-01,P055,S02,37,331.09,0
2024-01-01,P055,S03,17,67.97,0
2024-01-01,P055,S04,21,190.5,0
2024-01-01,P055,S05,42,163.96,0
2024-01-01,P055,S06,26,442.12,0
2024-01-01,P055,S07,45,254.71,0
2024-01-01,P055,S08,40,262.22,1
2024-01-01,P055,S09,17,224.1,1
2024-01-01,P055,S10,12,476.74,0
2024-01-01,P056,S01,45,360.76,0
2024-01-01,P056,S02,38,175.44,0
2024-01-01,P056,S03,24,326.59,0
2024-01-01,P056,S04,16,189.32,0
2024-01-01,P056,S05,29,483.82,0
2024-01-01,P056,S06,26,472.4,0
2024-01-01,P056,S07,8,32.24,0
2024-01-01,P056,S08,11,160.11,0
2024-01-01,P056,S09,37,152.45,1
2024-01-01,P056,S10,36,279.06,1
2024-01-01,P057,S01,29,127.06,0
2024-01-01,P057,S02,16,271.84,0
2024-01-01,P057,S03,19,414.45,0
2024-01-01,P057,S04,12,401.85,0
2024-01-01,P057,S05,35,75.73,0
2024-01-01,P057,S06,27,260.18,1
2024-01-01,P057,S07,36,186.18,0
2024-01-01,P057,S08,27,353.14,0
2024-01-01,P057,S09,12,37.43,0
2024-01-01,P057,S10,14,24.86,0
2024-01-01,P058,S01,37,435.81,0
2024-01-01,P058,S02,23,283.51,0
2024-01-01,P058,S03,21,355.34,0
2024-01-01,P058,S04,8,455.45,0
2024-01-01,P058,S05,38,262.87,0
2024-01-01,P058,S06,25,46.1,0
2024-01-01,P058,S07,18,47.51,0
2024-01-01,P058,S08,37,213.25,0
2024-01-01,P058,S09,37,290.01,0
2024-01-01,P058,S10,39,289.73,0
2024-01-01,P059,S01,17,39.41,0
2024-01-01,P059,S02,37,383.14,0
2024-01-01,P059,S03,42,20.48,0
2024-01-01,P059,S04,72,360.08,1
2024-01-01,P059,S05,42,317.46,0
2024-01-01,P059,S06,32,234.62,0
2024-01-01,P059,S07,24,416.82,0
2024-01-01,P059,S08,44,358.52,0
2024-01-01,P059,S09,32,344.67,0
2024-01-01,P059,S10,16,21.19,0
2024-01-01,P060,S01,34,208.18,0
2024-01-01,P060,S02,24,329.54,0
2024-01-01,P060,S03,29,347.06,0
2024-01-01,P060,S04,49,102.64,0
2024-01-01,P060,S05,37,72.63,0
2024-01-01,P060,S06,26,93.69,0
2024-01-01,P060,S07,14,247.27,0
2024-01-01,P060,S08,40,304.24,0
2024-01-01,P060,S09,26,445.23,0
2024-01-01,P060,S10,20,498.87,0
2024-01-02,P001,S01,48,185.14,0
2024-01-02,P001,S02,23,464.4,0
2024-01-02,P001,S03,31,454.16,0
2024-01-02,P001,S04,44,167.25,0
2024-01-02,P001,S05,11,174.71,0
2024-01-02,P001,S06,34,55.38,0
2024-01-02,P001,S07,36,459.27,0
2024-01-02,P001,S08,22,160.45,0
2024-01-02,P001,S09,25,41.31,0
2024-01-02,P001,S10,39,82.41,0
2024-01-02,P002,S01,24,88.73,0
2024-01-02,P002,S02,12,177.21,0
2024-01-02,P002,S03,43,195.44,0
2024-01-02,P002,S04,17,421.05,0
2024-01-02,P002,S05,36,328.51,0
2024-01-02,P002,S06,21,219.53,0
2024-01-02,P002,S07,14,406.18,0
2024-01-02,P002,S08,14,382.82,0
2024-01-02,P002,S09,19,162.72,0
2024-01-02,P002,S10,15,59.81,0
2024-01-02,P003,S01,30,122.08,0
2024-01-02,P003,S02,45,221.51,0
2024-01-02,P003,S03,11,192.77,0
2024-01-02,P003,S04,17,441.59,0
2024-01-02,P003,S05,26,374.17,0
2024-01-02,P003,S06,24,65.39,0
2024-01-02,P003,S07,46,38.68,0
2024-01-02,P003,S08,12,223.32,0
2024-01-02,P003,S09,7,179.01,0
2024-01-02,P003,S10,30,404.86,0
2024-01-02,P004,S01,28,428.5,0
2024-01-02,P004,S02,34,383.32,0
2024-01-02,P004,S03,43,100.3,0
2024-01-02,P004,S04,20,231.78,0
2024-01-02,P004,S05,20,63.27,0
2024-01-02,P004,S06,23,116.13,0
2024-01-02,P004,S07,36,218.71,1
2024-01-02,P004,S08,15,99.24,0
2024-01-02,P004,S09,13,48.04,0
2024-01-02,P004,S10,24,322.71,0
2024-01-02,P005,S01,47,400.36,0
2024-01-02,P005,S02,24,481.68,0
2024-01-02,P005,S03,67,244.72,1
2024-01-02,P005,S04,35,355.11,0
2024-01-02,P005,S05,21,331.48,0
2024-01-02,P005,S06,20,119.18,0
2024-01-02,P005,S07,17,469.13,0
2024-01-02,P005,S08,22,49.57,0
2024-01-02,P005,S09,21,349.2,0
2024-01-02,P005,S10,39,34.92,0
2024-01-02,P006,S01,24,469.09,0
2024-01-02,P006,S02,28,245.69,0
2024-01-02,P006,S03,27,401.61,0
2024-01-02,P006,S04,36,311.9,0
2024-01-02,P006,S05,31,133.41,0
2024-01-02,P006,S06,20,207.66,0
2024-01-02,P006,S07,20,359.0,0
2024-01-02,P006,S08,32,158.02,1
2024-01-02,P006,S09,19,197.9,0
2024-01-02,P006,S10,11,477.41,0
2024-01-02,P007,S01,36,438.96,1
2024-01-02,P007,S02,54,304.55,1
2024-01-02,P007,S03,37,169.31,0
2024-01-02,P007,S04,9,408.94,0
