date,product_id,store_id,inventory
2024-01-01,P021,S06,199
2024-01-01,P021,S07,85
2024-01-01,P021,S08,79
2024-01-01,P021,S09,51
2024-01-01,P021,S10,161
2024-01-01,P022,S01,108
2024-01-01,P022,S02,84
2024-01-01,P022,S03,48
2024-01-01,P022,S04,310
2024-01-01,P022,S05,123
2024-01-01,P022,S06,320
2024-01-01,P022,S07,190
2024-01-01,P022,S08,210
2024-01-01,P022,S09,151
2024-01-01,P022,S10,191
2024-01-01,P023,S01,88
2024-01-01,P023,S02,77
2024-01-01,P023,S03,281
2024-01-01,P023,S04,53
2024-01-01,P023,S05,20
2024-01-01,P023,S06,66
2024-01-01,P023,S07,129
2024-01-01,P023,S08,178
2024-01-01,P023,S09,106
2024-01-01,P023,S10,197
2024-01-01,P024,S01,124
2024-01-01,P024,S02,171
2024-01-01,P024,S03,165
2024-01-01,P024,S04,100
2024-01-01,P024,S05,65
2024-01-01,P024,S06,243
2024-01-01,P024,S07,130
2024-01-01,P024,S08,56
2024-01-01,P024,S09,98
2024-01-01,P024,S10,95
2024-01-01,P025,S01,44
2024-01-01,P025,S02,178
2024-01-01,P025,S03,93
2024-01-01,P025,S04,263
2024-01-01,P025,S05,200
2024-01-01,P025,S06,85
2024-01-01,P025,S07,222
2024-01-01,P025,S08,263
2024-01-01,P025,S09,80
2024-01-01,P025,S10,116
2024-01-01,P026,S01,44
2024-01-01,P026,S02,133
2024-01-01,P026,S03,78
2024-01-01,P026,S04,214
2024-01-01,P026,S05,51
2024-01-01,P026,S06,25
2024-01-01,P026,S07,79
2024-01-01,P026,S08,128
2024-01-01,P026,S09,34
2024-01-01,P026,S10,66
2024-01-01,P027,S01,280
2024-01-01,P027,S02,165
2024-01-01,P027,S03,146
2024-01-01,P027,S04,307
2024-01-01,P027,S05,246
2024-01-01,P027,S06,109
2024-01-01,P027,S07,52
2024-01-01,P027,S08,117
2024-01-01,P027,S09,66
2024-01-01,P027,S10,270
2024-01-01,P028,S01,170
2024-01-01,P028,S02,221
2024-01-01,P028,S03,77
2024-01-01,P028,S04,139
2024-01-01,P028,S05,260
2024-01-01,P028,S06,84
2024-01-01,P028,S07,71
2024-01-01,P028,S08,315
2024-01-01,P028,S09,21
2024-01-01,P028,S10,89
2024-01-01,P029,S01,323
2024-01-01,P029,S02,135
2024-01-01,P029,S03,192
2024-01-01,P029,S04,137
2024-01-01,P029,S05,175
2024-01-01,P029,S06,163
2024-01-01,P029,S07,121
2024-01-01,P029,S08,98
2024-01-01,P029,S09,169
2024-01-01,P029,S10,372
2024-01-01,P030,S01,144
2024-01-01,P030,S02,55
2024-01-01,P030,S03,117
2024-01-01,P030,S04,71
2024-01-01,P030,S05,144
2024-01-01,P030,S06,45
2024-01-01,P030,S07,56
2024-01-01,P030,S08,326
2024-01-01,P030,S09,43
2024-01-01,P030,S10,62
2024-01-01,P031,S01,150
2024-01-01,P031,S02,234
2024-01-01,P031,S03,217
2024-01-01,P031,S04,180
2024-01-01,P031,S05,79
2024-01-01,P031,S06,112
2024-01-01,P031,S07,218
2024-01-01,P031,S08,232
2024-01-01,P031,S09,253
2024-01-01,P031,S10,87
2024-01-01,P032,S01,309
2024-01-01,P032,S02,240
2024-01-01,P032,S03,86
2024-01-01,P032,S04,246
2024-01-01,P032,S05,168
2024-01-01,P032,S06,55
2024-01-01,P032,S07,393
2024-01-01,P032,S08,83
2024-01-01,P032,S09,87
2024-01-01,P032,S10,135
2024-01-01,P033,S01,46
2024-01-01,P033,S02,60
2024-01-01,P033,S03,173
2024-01-01,P033,S04,313
2024-01-01,P033,S05,235
2024-01-01,P033,S06,51
2024-01-01,P033,S07,126
2024-01-01,P033,S08,201
2024-01-01,P033,S09,44
2024-01-01,P033,S10,106
2024-01-01,P034,S01,271
2024-01-01,P034,S02,74
2024-01-01,P034,S03,116
2024-01-01,P034,S04,41
2024-01-01,P034,S05,128
2024-01-01,P034,S06,40
2024-01-01,P034,S07,72
2024-01-01,P034,S08,78
2024-01-01,P034,S09,153
2024-01-01,P034,S10,206
2024-01-01,P035,S01,18
2024-01-01,P035,S02,93
2024-01-01,P035,S03,95
2024-01-01,P035,S04,28
2024-01-01,P035,S05,56
2024-01-01,P035,S06,24
2024-01-01,P035,S07,94
2024-01-01,P035,S08,44
2024-01-01,P035,S09,110
2024-01-01,P035,S10,168
2024-01-01,P036,S01,85
2024-01-01,P036,S02,180
2024-01-01,P036,S03,179
2024-01-01,P036,S04,139
2024-01-01,P036,S05,113
2024-01-01,P036,S06,171
2024-01-01,P036,S07,98
2024-01-01,P036,S08,15
2024-01-01,P036,S09,107
2024-01-01,P036,S10,80
2024-01-01,P037,S01,125
2024-01-01,P037,S02,163
2024-01-01,P037,S03,76
2024-01-01,P037,S04,202
2024-01-01,P037,S05,80
2024-01-01,P037,S06,106
2024-01-01,P037,S07,308
2024-01-01,P037,S08,95
2024-01-01,P037,S09,73
2024-01-01,P037,S10,65
2024-01-01,P038,S01,194
2024-01-01,P038,S02,87
2024-01-01,P038,S03,103
2024-01-01,P038,S04,66
2024-01-01,P038,S05,81
2024-01-01,P038,S06,34
2024-01-01,P038,S07,456
2024-01-01,P038,S08,83
2024-01-01,P038,S09,78
2024-01-01,P038,S10,148
2024-01-01,P039,S01,51
2024-01-01,P039,S02,87
2024-01-01,P039,S03,71
2024-01-01,P039,S04,233
2024-01-01,P039,S05,165
2024-01-01,P039,S06,116
2024-01-01,P039,S07,30
2024-01-01,P039,S08,102
2024-01-01,P039,S09,196
2024-01-01,P039,S10,61
2024-01-01,P040,S01,43
2024-01-01,P040,S02,85
2024-01-01,P040,S03,103
2024-01-01,P040,S04,105
2024-01-01,P040,S05,227
2024-01-01,P040,S06,52
2024-01-01,P040,S07,100
2024-01-01,P040,S08,157
2024-01-01,P040,S09,141
2024-01-01,P040,S10,118
2024-01-01,P041,S01,66
2024-01-01,P041,S02,227
2024-01-01,P041,S03,73
2024-01-01,P041,S04,196
2024-01-01,P041,S05,58
2024-01-01,P041,S06,48
2024-01-01,P041,S07,43
2024-01-01,P041,S08,156
2024-01-01,P041,S09,178
2024-01-01,P041,S10,88
2024-01-01,P042,S01,85
2024-01-01,P042,S02,256
2024-01-01,P042,S03,53
2024-01-01,P042,S04,93
2024-01-01,P042,S05,205
2024-01-01,P042,S06,158
2024-01-01,P042,S07,70
2024-01-01,P042,S08,56
2024-01-01,P042,S09,153
2024-01-01,P042,S10,73
2024-01-01,P043,S01,134
2024-01-01,P043,S02,72
2024-01-01,P043,S03,49
2024-01-01,P043,S04,230
2024-01-01,P043,S05,149
2024-01-01,P043,S06,48
2024-01-01,P043,S07,193
2024-01-01,P043,S08,101
2024-01-01,P043,S09,131
2024-01-01,P043,S10,216
2024-01-01,P044,S01,71
2024-01-01,P044,S02,113
2024-01-01,P044,S03,116
2024-01-01,P044,S04,113
2024-01-01,P044,S05,79
2024-01-01,P044,S06,77
2024-01-01,P044,S07,68
2024-01-01,P044,S08,103
2024-01-01,P044,S09,75
2024-01-01,P044,S10,113
2024-01-01,P045,S01,218
2024-01-01,P045,S02,122
2024-01-01,P045,S03,159
2024-01-01,P045,S04,105
2024-01-01,P045,S05,238
2024-01-01,P045,S06,285
2024-01-01,P045,S07,152
2024-01-01,P045,S08,112
2024-01-01,P045,S09,121
2024-01-01,P045,S10,321
2024-01-01,P046,S01,111
2024-01-01,P046,S02,139
2024-01-01,P046,S03,80
2024-01-01,P046,S04,160
2024-01-01,P046,S05,249
2024-01-01,P046,S06,274
2024-01-01,P046,S07,119
2024-01-01,P046,S08,44
2024-01-01,P046,S09,211
2024-01-01,P046,S10,81
2024-01-01,P047,S01,202
2024-01-01,P047,S02,66
2024-01-01,P047,S03,85
2024-01-01,P047,S04,251
2024-01-01,P047,S05,106
2024-01-01,P047,S06,105
2024-01-01,P047,S07,290
2024-01-01,P047,S08,116
2024-01-01,P047,S09,103
2024-01-01,P047,S10,172
2024-01-01,P048,S01,66
2024-01-01,P048,S02,131
2024-01-01,P048,S03,94
2024-01-01,P048,S04,41
2024-01-01,P048,S05,197
2024-01-01,P048,S06,107
2024-01-01,P048,S07,80
2024-01-01,P048,S08,158
2024-01-01,P048,S09,75
2024-01-01,P048,S10,88
2024-01-01,P049,S01,97
2024-01-01,P049,S02,140
2024-01-01,P049,S03,60
2024-01-01,P049,S04,138
2024-01-01,P049,S05,80
2024-01-01,P049,S06,65
2024-01-01,P049,S07,36
2024-01-01,P049,S08,82
2024-01-01,P049,S09,304
2024-01-01,P049,S10,385
2024-01-01,P050,S01,124
2024-01-01,P050,S02,22
2024-01-01,P050,S03,217
2024-01-01,P050,S04,102
2024-01-01,P050,S05,36
2024-01-01,P050,S06,138
2024-01-01,P050,S07,141
2024-01-01,P050,S08,111
2024-01-01,P050,S09,201
2024-01-01,P050,S10,76
2024-01-01,P051,S01,170
2024-01-01,P051,S02,268
2024-01-01,P051,S03,74
2024-01-01,P051,S04,76
2024-01-01,P051,S05,111
2024-01-01,P051,S06,230
2024-01-01,P051,S07,326
2024-01-01,P051,S08,144
2024-01-01,P051,S09,327
2024-01-01,P051,S10,132
2024-01-01,P052,S01,47
2024-01-01,P052,S02,177
2024-01-01,P052,S03,96
2024-01-01,P052,S04,131
2024-01-01,P052,S05,79
2024-01-01,P052,S06,79
2024-01-01,P052,S07,160
2024-01-01,P052,S08,93
2024-01-01,P052,S09,192
2024-01-01,P052,S10,35
2024-01-01,P053,S01,112
2024-01-01,P053,S02,281
2024-01-01,P053,S03,65
2024-01-01,P053,S04,254
2024-01-01,P053,S05,201
2024-01-01,P053,S06,32
2024-01-01,P053,S07,30
2024-01-01,P053,S08,86
2024-01-01,P053,S09,134
2024-01-01,P053,S10,82
2024-01-01,P054,S01,73
2024-01-01,P054,S02,34
2024-01-01,P054,S03,329
2024-01-01,P054,S04,154
2024-01-01,P054,S05,363
2024-01-01,P054,S06,18
2024-01-01,P054,S07,187
2024-01-01,P054,S08,39
2024-01-01,P054,S09,77
2024-01-01,P054,S10,153
2024-01-01,P055,S01,53
2024-01-01,P055,S02,129
2024-01-01,P055,S03,82
2024-01-01,P055,S04,136
2024-01-01,P055,S05,272
2024-01-01,P055,S06,128
2024-01-01,P055,S07,242
2024-01-01,P055,S08,147
2024-01-01,P055,S09,134
2024-01-01,P055,S10,40
2024-01-01,P056,S01,182
2024-01-01,P056,S02,209
2024-01-01,P056,S03,171
2024-01-01,P056,S04,48
2024-01-01,P056,S05,207
2024-01-01,P056,S06,197
2024-01-01,P056,S07,59
2024-01-01,P056,S08,42
2024-01-01,P056,S09,176
2024-01-01,P056,S10,90
2024-01-01,P057,S01,102
2024-01-01,P057,S02,60
2024-01-01,P057,S03,130
2024-01-01,P057,S04,77
2024-01-01,P057,S05,119
2024-01-01,P057,S06,189
2024-01-01,P057,S07,90
2024-01-01,P057,S08,143
2024-01-01,P057,S09,53
2024-01-01,P057,S10,112
2024-01-01,P058,S01,157
2024-01-01,P058,S02,71
2024-01-01,P058,S03,146
2024-01-01,P058,S04,61
2024-01-01,P058,S05,168
2024-01-01,P058,S06,67
2024-01-01,P058,S07,51
2024-01-01,P058,S08,179
2024-01-01,P058,S09,209
2024-01-01,P058,S10,305
2024-01-01,P059,S01,81
2024-01-01,P059,S02,207
2024-01-01,P059,S03,320
2024-01-01,P059,S04,166
2024-01-01,P059,S05,112
2024-01-01,P059,S06,160
2024-01-01,P059,S07,109
2024-01-01,P059,S08,274
2024-01-01,P059,S09,196
2024-01-01,P059,S10,53
2024-01-01,P060,S01,235
2024-01-01,P060,S02,122
2024-01-01,P060,S03,121
2024-01-01,P060,S04,330
2024-01-01,P060,S05,244
2024-01-01,P060,S06,56
2024-01-01,P060,S07,108
2024-01-01,P060,S08,209
2024-01-01,P060,S09,109
2024-01-01,P060,S10,48
2024-01-02,P001,S01,384
2024-01-02,P001,S02,114
2024-01-02,P001,S03,239
2024-01-02,P001,S04,185
2024-01-02,P001,S05,66
2024-01-02,P001,S06,266
2024-01-02,P001,S07,221
2024-01-02,P001,S08,81
2024-01-02,P001,S09,77
2024-01-02,P001,S10,308
2024-01-02,P002,S01,130
2024-01-02,P002,S02,48
2024-01-02,P002,S03,228
2024-01-02,P002,S04,132
2024-01-02,P002,S05,101
2024-01-02,P002,S06,58
2024-01-02,P002,S07,51
2024-01-02,P002,S08,68
2024-01-02,P002,S09,53
2024-01-02,P002,S10,98
2024-01-02,P003,S01,193
2024-01-02,P003,S02,154
2024-01-02,P003,S03,23
2024-01-02,P003,S04,100
2024-01-02,P003,S05,134
2024-01-02,P003,S06,87
2024-01-02,P003,S07,267
2024-01-02,P003,S08,55
2024-01-02,P003,S09,46
2024-01-02,P003,S10,187
2024-01-02,P004,S01,181
2024-01-02,P004,S02,126
2024-01-02,P004,S03,87
2024-01-02,P004,S04,42
2024-01-02,P004,S05,66
2024-01-02,P004,S06,156
2024-01-02,P004,S07,135
2024-01-02,P004,S08,81
2024-01-02,P004,S09,52
2024-01-02,P004,S10,69
2024-01-02,P005,S01,231
2024-01-02,P005,S02,127
2024-01-02,P005,S03,453
2024-01-02,P005,S04,210
2024-01-02,P005,S05,130
2024-01-02,P005,S06,155
2024-01-02,P005,S07,124
2024-01-02,P005,S08,114
2024-01-02,P005,S09,54
2024-01-02,P005,S10,141
2024-01-02,P006,S01,113
2024-01-02,P006,S02,155
2024-01-02,P006,S03,81
2024-01-02,P006,S04,182
2024-01-02,P006,S05,64
2024-01-02,P006,S06,124
2024-01-02,P006,S07,48
2024-01-02,P006,S08,222
2024-01-02,P006,S09,133
2024-01-02,P006,S10,33
2024-01-02,P007,S01,171
2024-01-02,P007,S02,169
2024-01-02,P007,S03,293
2024-01-02,P007,S04,30
2024-01-02,P007,S05,159
2024-01-02,P007,S06,137
2024-01-02,P007,S07,151
2024-01-02,P007,S08,111
2024-01-02,P007,S09,232
2024-01-02,P007,S10,42
2024-01-02,P008,S01,18
2024-01-02,P008,S02,113
2024-01-02,P008,S03,107
2024-01-02,P008,S04,88
2024-01-02,P008,S05,50
2024-01-02,P008,S06,212
2024-01-02,P008,S07,73
2024-01-02,P008,S08,24
2024-01-02,P008,S09,131
2024-01-02,P008,S10,86
2024-01-02,P009,S01,29
2024-01-02,P009,S02,64
2024-01-02,P009,S03,112
2024-01-02,P009,S04,37
2024-01-02,P009,S05,38
2024-01-02,P009,S06,279
2024-01-02,P009,S07,147
2024-01-02,P009,S08,191
2024-01-02,P009,S09,244
2024-01-02,P009,S10,108
2024-01-02,P010,S01,273
2024-01-02,P010,S02,223
2024-01-02,P010,S03,218
2024-01-02,P010,S04,168
2024-01-02,P010,S05,70
2024-01-02,P010,S06,42
2024-01-02,P010,S07,280
2024-01-02,P010,S08,64
2024-01-02,P010,S09,130
2024-01-02,P010,S10,101
2024-01-02,P011,S01,86
2024-01-02,P011,S02,237
2024-01-02,P011,S03,259
2024-01-02,P011,S04,117
2024-01-02,P011,S05,327
2024-01-02,P011,S06,71
2024-01-02,P011,S07,91
2024-01-02,P011,S08,68
2024-01-02,P011,S09,116
2024-01-02,P011,S10,214
2024-01-02,P012,S01,191
2024-01-02,P012,S02,62
2024-01-02,P012,S03,131
2024-01-02,P012,S04,200
2024-01-02,P012,S05,123
2024-01-02,P012,S06,29
2024-01-02,P012,S07,170
2024-01-02,P012,S08,41
2024-01-02,P012,S09,28
2024-01-02,P012,S10,58
2024-01-02,P013,S01,48
2024-01-02,P013,S02,64
2024-01-02,P013,S03,233
2024-01-02,P013,S04,35
2024-01-02,P013,S05,71
2024-01-02,P013,S06,209
2024-01-02,P013,S07,185
2024-01-02,P013,S08,376
2024-01-02,P013,S09,123
2024-01-02,P013,S10,175
2024-01-02,P014,S01,42
2024-01-02,P014,S02,300
2024-01-02,P014,S03,208
2024-01-02,P014,S04,120
2024-01-02,P014,S05,171
2024-01-02,P014,S06,158
2024-01-02,P014,S07,244
2024-01-02,P014,S08,242
2024-01-02,P014,S09,113
2024-01-02,P014,S10,149
2024-01-02,P015,S01,53
2024-01-02,P015,S02,80
2024-01-02,P015,S03,194
2024-01-02,P015,S04,267
2024-01-02,P015,S05,184
2024-01-02,P015,S06,92
2024-01-02,P015,S07,56
2024-01-02,P015,S08,115
2024-01-02,P015,S09,137
2024-01-02,P015,S10,69
2024-01-02,P016,S01,69
2024-01-02,P016,S02,142
2024-01-02,P016,S03,181
2024-01-02,P016,S04,127
2024-01-02,P016,S05,14
2024-01-02,P016,S06,183
2024-01-02,P016,S07,56
2024-01-02,P016,S08,202
2024-01-02,P016,S09,62
2024-01-02,P016,S10,71
2024-01-02,P017,S01,37
2024-01-02,P017,S02,111
2024-01-02,P017,S03,183
2024-01-02,P017,S04,159
2024-01-02,P017,S05,133
2024-01-02,P017,S06,70
2024-01-02,P017,S07,73
2024-01-02,P017,S08,105
2024-01-02,P017,S09,107
2024-01-02,P017,S10,127
2024-01-02,P018,S01,55
2024-01-02,P018,S02,205
2024-01-02,P018,S03,61
2024-01-02,P018,S04,150
2024-01-02,P018,S05,26
2024-01-02,P018,S06,127
2024-01-02,P018,S07,76
2024-01-02,P018,S08,256
2024-01-02,P018,S09,60
2024-01-02,P018,S10,151
2024-01-02,P019,S01,94
2024-01-02,P019,S02,197
2024-01-02,P019,S03,249
2024-01-02,P019,S04,27
2024-01-02,P019,S05,94
2024-01-02,P019,S06,37
2024-01-02,P019,S07,84
2024-01-02,P019,S08,68
2024-01-02,P019,S09,258
2024-01-02,P019,S10,135
2024-01-02,P020,S01,17
2024-01-02,P020,S02,76
2024-01-02,P020,S03,79
2024-01-02,P020,S04,161
2024-01-02,P020,S05,198
2024-01-02,P020,S06,130
2024-01-02,P020,S07,114
2024-01-02,P020,S08,40
2024-01-02,P020,S09,172
2024-01-02,P020,S10,154
2024-01-02,P021,S01,223
2024-01-02,P021,S02,36
2024-01-02,P021,S03,51
2024-01-02,P021,S04,118
2024-01-02,P021,S05,51
2024-01-02,P021,S06,97
2024-01-02,P021,S07,149
2024-01-02,P021,S08,54
2024-01-02,P021,S09,72
2024-01-02,P021,S10,215
2024-01-02,P022,S01,113
2024-01-02,P022,S02,58
2024-01-02,P022,S03,52
2024-01-02,P022,S04,121
2024-01-02,P022,S05,163
2024-01-02,P022,S06,192
2024-01-02,P022,S07,129
2024-01-02,P022,S08,94
2024-01-02,P022,S09,140
2024-01-02,P022,S10,235
2024-01-02,P023,S01,92
2024-01-02,P023,S02,98
2024-01-02,P023,S03,79
2024-01-02,P023,S04,97
2024-01-02,P023,S05,164
2024-01-02,P023,S06,58
2024-01-02,P023,S07,58
2024-01-02,P023,S08,70
2024-01-02,P023,S09,220
2024-01-02,P023,S10,92
2024-01-02,P024,S01,50
2024-01-02,P024,S02,157
2024-01-02,P024,S03,144
2024-01-02,P024,S04,84
2024-01-02,P024,S05,79
2024-01-02,P024,S06,78
2024-01-02,P024,S07,85
2024-01-02,P024,S08,136
2024-01-02,P024,S09,88
2024-01-02,P024,S10,66
2024-01-02,P025,S01,325
2024-01-02,P025,S02,106
2024-01-02,P025,S03,68
2024-01-02,P025,S04,224
2024-01-02,P025,S05,71
2024-01-02,P025,S06,197
2024-01-02,P025,S07,191
2024-01-02,P025,S08,92
2024-01-02,P025,S09,141
2024-01-02,P025,S10,51
2024-01-02,P026,S01,71
2024-01-02,P026,S02,79
2024-01-02,P026,S03,67
2024-01-02,P026,S04,145
2024-01-02,P026,S05,116
2024-01-02,P026,S06,92
2024-01-02,P026,S07,119
2024-01-02,P026,S08,51
2024-01-02,P026,S09,67
2024-01-02,P026,S10,213
2024-01-02,P027,S01,93
2024-01-02,P027,S02,63
2024-01-02,P027,S03,50
2024-01-02,P027,S04,90
2024-01-02,P027,S05,132
2024-01-02,P027,S06,61
2024-01-02,P027,S07,226
2024-01-02,P027,S08,77
2024-01-02,P027,S09,112
2024-01-02,P027,S10,222
2024-01-02,P028,S01,210
2024-01-02,P028,S02,231
2024-01-02,P028,S03,191
2024-01-02,P028,S04,62
2024-01-02,P028,S05,111
2024-01-02,P028,S06,224
2024-01-02,P028,S07,69
2024-01-02,P028,S08,186
2024-01-02,P028,S09,228
2024-01-02,P028,S10,86
2024-01-02,P029,S01,132
2024-01-02,P029,S02,269
2024-01-02,P029,S03,117
2024-01-02,P029,S04,38
2024-01-02,P029,S05,291
2024-01-02,P029,S06,228
2024-01-02,P029,S07,187
2024-01-02,P029,S08,29
2024-01-02,P029,S09,238
2024-01-02,P029,S10,90
2024-01-02,P030,S01,96
2024-01-02,P030,S02,56
2024-01-02,P030,S03,143
2024-01-02,P030,S04,268
2024-01-02,P030,S05,37
2024-01-02,P030,S06,61
2024-01-02,P030,S07,114
2024-01-02,P030,S08,84
2024-01-02,P030,S09,44
2024-01-02,P030,S10,78
2024-01-02,P031,S01,179
2024-01-02,P031,S02,215
2024-01-02,P031,S03,62
2024-01-02,P031,S04,176
2024-01-02,P031,S05,338
2024-01-02,P031,S06,71
2024-01-02,P031,S07,213
2024-01-02,P031,S08,87
2024-01-02,P031,S09,110
2024-01-02,P031,S10,368
2024-01-02,P032,S01,138
2024-01-02,P032,S02,218
2024-01-02,P032,S03,48
2024-01-02,P032,S04,186
2024-01-02,P032,S05,131
2024-01-02,P032,S06,192
2024-01-02,P032,S07,213
2024-01-02,P032,S08,116
2024-01-02,P032,S09,169
2024-01-02,P032,S10,197
2024-01-02,P033,S01,87
2024-01-02,P033,S02,86
2024-01-02,P033,S03,89
2024-01-02,P033,S04,169
2024-01-02,P033,S05,70
2024-01-02,P033,S06,28
2024-01-02,P033,S07,78
2024-01-02,P033,S08,151
2024-01-02,P033,S09,226
2024-01-02,P033,S10,73
2024-01-02,P034,S01,154
