date,product_id,store_id,promotion_flag
2024-01-01,P031,S03,0
2024-01-01,P031,S04,0
2024-01-01,P031,S05,0
2024-01-01,P031,S06,0
2024-01-01,P031,S07,0
2024-01-01,P031,S08,0
2024-01-01,P031,S09,0
2024-01-01,P031,S10,0
2024-01-01,P032,S01,0
2024-01-01,P032,S02,0
2024-01-01,P032,S03,0
2024-01-01,P032,S04,0
2024-01-01,P032,S05,0
2024-01-01,P032,S06,0
2024-01-01,P032,S07,0
2024-01-01,P032,S08,0
2024-01-01,P032,S09,0
2024-01-01,P032,S10,0
2024-01-01,P033,S01,1
2024-01-01,P033,S02,1
2024-01-01,P033,S03,0
2024-01-01,P033,S04,0
2024-01-01,P033,S05,0
2024-01-01,P033,S06,0
2024-01-01,P033,S07,1
2024-01-01,P033,S08,0
2024-01-01,P033,S09,0
2024-01-01,P033,S10,0
2024-01-01,P034,S01,0
2024-01-01,P034,S02,0
2024-01-01,P034,S03,0
2024-01-01,P034,S04,0
2024-01-01,P034,S05,0
2024-01-01,P034,S06,0
2024-01-01,P034,S07,0
2024-01-01,P034,S08,0
2024-01-01,P034,S09,0
2024-01-01,P034,S10,0
2024-01-01,P035,S01,0
2024-01-01,P035,S02,0
2024-01-01,P035,S03,0
2024-01-01,P035,S04,0
2024-01-01,P035,S05,0
2024-01-01,P035,S06,0
2024-01-01,P035,S07,0
2024-01-01,P035,S08,0
2024-01-01,P035,S09,0
2024-01-01,P035,S10,0
2024-01-01,P036,S01,0
2024-01-01,P036,S02,0
2024-01-01,P036,S03,0
2024-01-01,P036,S04,0
2024-01-01,P036,S05,0
2024-01-01,P036,S06,0
2024-01-01,P036,S07,0
2024-01-01,P036,S08,0
2024-01-01,P036,S09,0
2024-01-01,P036,S10,0
2024-01-01,P037,S01,0
2024-01-01,P037,S02,0
2024-01-01,P037,S03,0
2024-01-01,P037,S04,0
2024-01-01,P037,S05,0
2024-01-01,P037,S06,0
2024-01-01,P037,S07,0
2024-01-01,P037,S08,0
2024-01-01,P037,S09,0
2024-01-01,P037,S10,0
2024-01-01,P038,S01,0
2024-01-01,P038,S02,0
2024-01-01,P038,S03,0
2024-01-01,P038,S04,1
2024-01-01,P038,S05,0
2024-01-01,P038,S06,1
2024-01-01,P038,S07,1
2024-01-01,P038,S08,0
2024-01-01,P038,S09,0
2024-01-01,P038,S10,0
2024-01-01,P039,S01,0
2024-01-01,P039,S02,0
2024-01-01,P039,S03,0
2024-01-01,P039,S04,0
2024-01-01,P039,S05,0
2024-01-01,P039,S06,0
2024-01-01,P039,S07,0
2024-01-01,P039,S08,0
2024-01-01,P039,S09,0
2024-01-01,P039,S10,0
2024-01-01,P040,S01,0
2024-01-01,P040,S02,0
2024-01-01,P040,S03,0
2024-01-01,P040,S04,1
2024-01-01,P040,S05,0
2024-01-01,P040,S06,0
2024-01-01,P040,S07,0
2024-01-01,P040,S08,0
2024-01-01,P040,S09,0
2024-01-01,P040,S10,0
2024-01-01,P041,S01,0
2024-01-01,P041,S02,0
2024-01-01,P041,S03,0
2024-01-01,P041,S04,0
2024-01-01,P041,S05,0
2024-01-01,P041,S06,0
2024-01-01,P041,S07,0
2024-01-01,P041,S08,0
2024-01-01,P041,S09,0
2024-01-01,P041,S10,0
2024-01-01,P042,S01,1
2024-01-01,P042,S02,0
2024-01-01,P042,S03,0
2024-01-01,P042,S04,0
2024-01-01,P042,S05,0
2024-01-01,P042,S06,0
2024-01-01,P042,S07,0
2024-01-01,P042,S08,0
2024-01-01,P042,S09,0
2024-01-01,P042,S10,0
2024-01-01,P043,S01,0
2024-01-01,P043,S02,0
2024-01-01,P043,S03,0
2024-01-01,P043,S04,0
2024-01-01,P043,S05,0
2024-01-01,P043,S06,0
2024-01-01,P043,S07,0
2024-01-01,P043,S08,0
2024-01-01,P043,S09,0
2024-01-01,P043,S10,0
2024-01-01,P044,S01,1
2024-01-01,P044,S02,0
2024-01-01,P044,S03,1
2024-01-01,P044,S04,0
2024-01-01,P044,S05,0
2024-01-01,P044,S06,0
2024-01-01,P044,S07,1
2024-01-01,P044,S08,0
2024-01-01,P044,S09,0
2024-01-01,P044,S10,0
2024-01-01,P045,S01,0
2024-01-01,P045,S02,0
2024-01-01,P045,S03,0
2024-01-01,P045,S04,0
2024-01-01,P045,S05,0
2024-01-01,P045,S06,0
2024-01-01,P045,S07,0
2024-01-01,P045,S08,0
2024-01-01,P045,S09,0
2024-01-01,P045,S10,0
2024-01-01,P046,S01,0
2024-01-01,P046,S02,0
2024-01-01,P046,S03,0
2024-01-01,P046,S04,0
2024-01-01,P046,S05,0
2024-01-01,P046,S06,0
2024-01-01,P046,S07,0
2024-01-01,P046,S08,0
2024-01-01,P046,S09,0
2024-01-01,P046,S10,0
2024-01-01,P047,S01,1
2024-01-01,P047,S02,0
2024-01-01,P047,S03,0
2024-01-01,P047,S04,0
2024-01-01,P047,S05,0
2024-01-01,P047,S06,0
2024-01-01,P047,S07,0
2024-01-01,P047,S08,0
2024-01-01,P047,S09,0
2024-01-01,P047,S10,0
2024-01-01,P048,S01,0
2024-01-01,P048,S02,0
2024-01-01,P048,S03,0
2024-01-01,P048,S04,0
2024-01-01,P048,S05,0
2024-01-01,P048,S06,0
2024-01-01,P048,S07,0
2024-01-01,P048,S08,1
2024-01-01,P048,S09,0
2024-01-01,P048,S10,0
2024-01-01,P049,S01,0
2024-01-01,P049,S02,0
2024-01-01,P049,S03,0
2024-01-01,P049,S04,1
2024-01-01,P049,S05,0
2024-01-01,P049,S06,1
2024-01-01,P049,S07,0
2024-01-01,P049,S08,0
2024-01-01,P049,S09,0
2024-01-01,P049,S10,1
2024-01-01,P050,S01,0
2024-01-01,P050,S02,0
2024-01-01,P050,S03,0
2024-01-01,P050,S04,0
2024-01-01,P050,S05,0
2024-01-01,P050,S06,0
2024-01-01,P050,S07,0
2024-01-01,P050,S08,0
2024-01-01,P050,S09,0
2024-01-01,P050,S10,0
2024-01-01,P051,S01,0
2024-01-01,P051,S02,0
2024-01-01,P051,S03,0
2024-01-01,P051,S04,0
2024-01-01,P051,S05,0
2024-01-01,P051,S06,0
2024-01-01,P051,S07,1
2024-01-01,P051,S08,0
2024-01-01,P051,S09,0
2024-01-01,P051,S10,0
2024-01-01,P052,S01,0
2024-01-01,P052,S02,1
2024-01-01,P052,S03,0
2024-01-01,P052,S04,0
2024-01-01,P052,S05,0
2024-01-01,P052,S06,0
2024-01-01,P052,S07,0
2024-01-01,P052,S08,0
2024-01-01,P052,S09,0
2024-01-01,P052,S10,0
2024-01-01,P053,S01,0
2024-01-01,P053,S02,0
2024-01-01,P053,S03,0
2024-01-01,P053,S04,0
2024-01-01,P053,S05,0
2024-01-01,P053,S06,0
2024-01-01,P053,S07,0
2024-01-01,P053,S08,0
2024-01-01,P053,S09,1
2024-01-01,P053,S10,0
2024-01-01,P054,S01,0
2024-01-01,P054,S02,0
2024-01-01,P054,S03,1
2024-01-01,P054,S04,0
2024-01-01,P054,S05,0
2024-01-01,P054,S06,0
2024-01-01,P054,S07,1
2024-01-01,P054,S08,0
2024-01-01,P054,S09,1
2024-01-01,P054,S10,0
2024-01-01,P055,S01,1
2024-01-01,P055,S02,0
2024-01-01,P055,S03,0
2024-01-01,P055,S04,0
2024-01-01,P055,S05,0
2024-01-01,P055,S06,0
2024-01-01,P055,S07,0
2024-01-01,P055,S08,1
2024-01-01,P055,S09,1
2024-01-01,P055,S10,0
2024-01-01,P056,S01,0
2024-01-01,P056,S02,0
2024-01-01,P056,S03,0
2024-01-01,P056,S04,0
2024-01-01,P056,S05,0
2024-01-01,P056,S06,0
2024-01-01,P056,S07,0
2024-01-01,P056,S08,0
2024-01-01,P056,S09,1
2024-01-01,P056,S10,1
2024-01-01,P057,S01,0
2024-01-01,P057,S02,0
2024-01-01,P057,S03,0
2024-01-01,P057,S04,0
2024-01-01,P057,S05,0
2024-01-01,P057,S06,1
2024-01-01,P057,S07,0
2024-01-01,P057,S08,0
2024-01-01,P057,S09,0
2024-01-01,P057,S10,0
2024-01-01,P058,S01,0
2024-01-01,P058,S02,0
2024-01-01,P058,S03,0
2024-01-01,P058,S04,0
2024-01-01,P058,S05,0
2024-01-01,P058,S06,0
2024-01-01,P058,S07,0
2024-01-01,P058,S08,0
2024-01-01,P058,S09,0
2024-01-01,P058,S10,0
2024-01-01,P059,S01,0
2024-01-01,P059,S02,0
2024-01-01,P059,S03,0
2024-01-01,P059,S04,1
2024-01-01,P059,S05,0
2024-01-01,P059,S06,0
2024-01-01,P059,S07,0
2024-01-01,P059,S08,0
2024-01-01,P059,S09,0
2024-01-01,P059,S10,0
2024-01-01,P060,S01,0
2024-01-01,P060,S02,0
2024-01-01,P060,S03,0
2024-01-01,P060,S04,0
2024-01-01,P060,S05,0
2024-01-01,P060,S06,0
2024-01-01,P060,S07,0
2024-01-01,P060,S08,0
2024-01-01,P060,S09,0
2024-01-01,P060,S10,0
2024-01-02,P001,S01,0
2024-01-02,P001,S02,0
2024-01-02,P001,S03,0
2024-01-02,P001,S04,0
2024-01-02,P001,S05,0
2024-01-02,P001,S06,0
2024-01-02,P001,S07,0
2024-01-02,P001,S08,0
2024-01-02,P001,S09,0
2024-01-02,P001,S10,0
2024-01-02,P002,S01,0
2024-01-02,P002,S02,0
2024-01-02,P002,S03,0
2024-01-02,P002,S04,0
2024-01-02,P002,S05,0
2024-01-02,P002,S06,0
2024-01-02,P002,S07,0
2024-01-02,P002,S08,0
2024-01-02,P002,S09,0
2024-01-02,P002,S10,0
2024-01-02,P003,S01,0
2024-01-02,P003,S02,0
2024-01-02,P003,S03,0
2024-01-02,P003,S04,0
2024-01-02,P003,S05,0
2024-01-02,P003,S06,0
2024-01-02,P003,S07,0
2024-01-02,P003,S08,0
2024-01-02,P003,S09,0
2024-01-02,P003,S10,0
2024-01-02,P004,S01,0
2024-01-02,P004,S02,0
2024-01-02,P004,S03,0
2024-01-02,P004,S04,0
2024-01-02,P004,S05,0
2024-01-02,P004,S06,0
2024-01-02,P004,S07,1
2024-01-02,P004,S08,0
2024-01-02,P004,S09,0
2024-01-02,P004,S10,0
2024-01-02,P005,S01,0
2024-01-02,P005,S02,0
2024-01-02,P005,S03,1
2024-01-02,P005,S04,0
2024-01-02,P005,S05,0
2024-01-02,P005,S06,0
2024-01-02,P005,S07,0
2024-01-02,P005,S08,0
2024-01-02,P005,S09,0
2024-01-02,P005,S10,0
2024-01-02,P006,S01,0
2024-01-02,P006,S02,0
2024-01-02,P006,S03,0
2024-01-02,P006,S04,0
2024-01-02,P006,S05,0
2024-01-02,P006,S06,0
2024-01-02,P006,S07,0
2024-01-02,P006,S08,1
2024-01-02,P006,S09,0
2024-01-02,P006,S10,0
2024-01-02,P007,S01,1
2024-01-02,P007,S02,1
2024-01-02,P007,S03,0
2024-01-02,P007,S04,0
2024-01-02,P007,S05,0
2024-01-02,P007,S06,0
2024-01-02,P007,S07,0
2024-01-02,P007,S08,0
2024-01-02,P007,S09,0
2024-01-02,P007,S10,0
2024-01-02,P008,S01,0
2024-01-02,P008,S02,0
2024-01-02,P008,S03,0
2024-01-02,P008,S04,0
2024-01-02,P008,S05,0
2024-01-02,P008,S06,1
2024-01-02,P008,S07,0
2024-01-02,P008,S08,0
2024-01-02,P008,S09,1
2024-01-02,P008,S10,1
2024-01-02,P009,S01,0
2024-01-02,P009,S02,0
2024-01-02,P009,S03,0
2024-01-02,P009,S04,0
2024-01-02,P009,S05,0
2024-01-02,P009,S06,0
2024-01-02,P009,S07,0
2024-01-02,P009,S08,0
2024-01-02,P009,S09,0
2024-01-02,P009,S10,0
2024-01-02,P010,S01,0
2024-01-02,P010,S02,0
2024-01-02,P010,S03,0
2024-01-02,P010,S04,0
2024-01-02,P010,S05,1
2024-01-02,P010,S06,0
2024-01-02,P010,S07,0
2024-01-02,P010,S08,0
2024-01-02,P010,S09,0
2024-01-02,P010,S10,0
2024-01-02,P011,S01,0
2024-01-02,P011,S02,0
2024-01-02,P011,S03,0
2024-01-02,P011,S04,0
2024-01-02,P011,S05,0
2024-01-02,P011,S06,0
2024-01-02,P011,S07,0
2024-01-02,P011,S08,0
2024-01-02,P011,S09,0
2024-01-02,P011,S10,1
2024-01-02,P012,S01,0
2024-01-02,P012,S02,0
2024-01-02,P012,S03,0
2024-01-02,P012,S04,0
2024-01-02,P012,S05,0
2024-01-02,P012,S06,0
2024-01-02,P012,S07,0
2024-01-02,P012,S08,0
2024-01-02,P012,S09,0
2024-01-02,P012,S10,0
2024-01-02,P013,S01,0
2024-01-02,P013,S02,0
2024-01-02,P013,S03,0
2024-01-02,P013,S04,0
2024-01-02,P013,S05,0
2024-01-02,P013,S06,0
2024-01-02,P013,S07,0
2024-01-02,P013,S08,0
2024-01-02,P013,S09,0
2024-01-02,P013,S10,0
2024-01-02,P014,S01,0
2024-01-02,P014,S02,0
2024-01-02,P014,S03,1
2024-01-02,P014,S04,0
2024-01-02,P014,S05,0
2024-01-02,P014,S06,0
2024-01-02,P014,S07,1
2024-01-02,P014,S08,0
2024-01-02,P014,S09,0
2024-01-02,P014,S10,0
2024-01-02,P015,S01,0
2024-01-02,P015,S02,0
2024-01-02,P015,S03,0
2024-01-02,P015,S04,1
2024-01-02,P015,S05,0
2024-01-02,P015,S06,0
2024-01-02,P015,S07,0
2024-01-02,P015,S08,0
2024-01-02,P015,S09,0
2024-01-02,P015,S10,0
2024-01-02,P016,S01,0
2024-01-02,P016,S02,0
2024-01-02,P016,S03,0
2024-01-02,P016,S04,0
2024-01-02,P016,S05,0
2024-01-02,P016,S06,0
2024-01-02,P016,S07,0
2024-01-02,P016,S08,0
2024-01-02,P016,S09,0
2024-01-02,P016,S10,0
2024-01-02,P017,S01,0
2024-01-02,P017,S02,0
2024-01-02,P017,S03,1
2024-01-02,P017,S04,0
2024-01-02,P017,S05,0
2024-01-02,P017,S06,0
2024-01-02,P017,S07,0
2024-01-02,P017,S08,0
2024-01-02,P017,S09,0
2024-01-02,P017,S10,0
2024-01-02,P018,S01,0
2024-01-02,P018,S02,1
2024-01-02,P018,S03,0
2024-01-02,P018,S04,0
2024-01-02,P018,S05,0
2024-01-02,P018,S06,0
2024-01-02,P018,S07,0
2024-01-02,P018,S08,1
2024-01-02,P018,S09,0
2024-01-02,P018,S10,0
2024-01-02,P019,S01,0
2024-01-02,P019,S02,1
2024-01-02,P019,S03,0
2024-01-02,P019,S04,0
2024-01-02,P019,S05,0
2024-01-02,P019,S06,0
2024-01-02,P019,S07,0
2024-01-02,P019,S08,0
2024-01-02,P019,S09,0
2024-01-02,P019,S10,0
2024-01-02,P020,S01,0
2024-01-02,P020,S02,0
2024-01-02,P020,S03,0
2024-01-02,P020,S04,0
2024-01-02,P020,S05,0
2024-01-02,P020,S06,0
2024-01-02,P020,S07,0
2024-01-02,P020,S08,0
2024-01-02,P020,S09,0
2024-01-02,P020,S10,0
2024-01-02,P021,S01,0
2024-01-02,P021,S02,0
2024-01-02,P021,S03,0
2024-01-02,P021,S04,0
2024-01-02,P021,S05,0
2024-01-02,P021,S06,0
2024-01-02,P021,S07,0
2024-01-02,P021,S08,1
2024-01-02,P021,S09,0
2024-01-02,P021,S10,0
2024-01-02,P022,S01,0
2024-01-02,P022,S02,0
2024-01-02,P022,S03,0
2024-01-02,P022,S04,0
2024-01-02,P022,S05,1
2024-01-02,P022,S06,0
2024-01-02,P022,S07,0
2024-01-02,P022,S08,0
2024-01-02,P022,S09,0
2024-01-02,P022,S10,0
2024-01-02,P023,S01,0
2024-01-02,P023,S02,0
2024-01-02,P023,S03,0
2024-01-02,P023,S04,0
2024-01-02,P023,S05,0
2024-01-02,P023,S06,0
2024-01-02,P023,S07,0
2024-01-02,P023,S08,0
2024-01-02,P023,S09,1
2024-01-02,P023,S10,0
2024-01-02,P024,S01,0
2024-01-02,P024,S02,0
2024-01-02,P024,S03,0
2024-01-02,P024,S04,0
2024-01-02,P024,S05,0
2024-01-02,P024,S06,0
2024-01-02,P024,S07,0
2024-01-02,P024,S08,0
2024-01-02,P024,S09,0
2024-01-02,P024,S10,0
2024-01-02,P025,S01,0
2024-01-02,P025,S02,0
2024-01-02,P025,S03,0
2024-01-02,P025,S04,0
2024-01-02,P025,S05,0
2024-01-02,P025,S06,0
2024-01-02,P025,S07,0
2024-01-02,P025,S08,0
2024-01-02,P025,S09,0
2024-01-02,P025,S10,0
2024-01-02,P026,S01,0
2024-01-02,P026,S02,0
2024-01-02,P026,S03,0
2024-01-02,P026,S04,0
2024-01-02,P026,S05,0
2024-01-02,P026,S06,0
2024-01-02,P026,S07,0
2024-01-02,P026,S08,0
2024-01-02,P026,S09,0
2024-01-02,P026,S10,0
2024-01-02,P027,S01,0
2024-01-02,P027,S02,0
2024-01-02,P027,S03,0
2024-01-02,P027,S04,0
2024-01-02,P027,S05,0
2024-01-02,P027,S06,0
2024-01-02,P027,S07,0
2024-01-02,P027,S08,0
2024-01-02,P027,S09,0
2024-01-02,P027,S10,0
2024-01-02,P028,S01,0
2024-01-02,P028,S02,0
2024-01-02,P028,S03,0
2024-01-02,P028,S04,0
2024-01-02,P028,S05,0
2024-01-02,P028,S06,0
2024-01-02,P028,S07,0
2024-01-02,P028,S08,0
2024-01-02,P028,S09,0
2024-01-02,P028,S10,0
2024-01-02,P029,S01,0
2024-01-02,P029,S02,0
2024-01-02,P029,S03,0
2024-01-02,P029,S04,1
2024-01-02,P029,S05,0
2024-01-02,P029,S06,0
2024-01-02,P029,S07,0
2024-01-02,P029,S08,0
2024-01-02,P029,S09,1
2024-01-02,P029,S10,0
2024-01-02,P030,S01,0
2024-01-02,P030,S02,0
2024-01-02,P030,S03,1
2024-01-02,P030,S04,0
2024-01-02,P030,S05,0
2024-01-02,P030,S06,0
2024-01-02,P030,S07,0
2024-01-02,P030,S08,0
2024-01-02,P030,S09,0
2024-01-02,P030,S10,0
2024-01-02,P031,S01,0
2024-01-02,P031,S02,0
2024-01-02,P031,S03,0
2024-01-02,P031,S04,0
2024-01-02,P031,S05,0
2024-01-02,P031,S06,0
2024-01-02,P031,S07,0
2024-01-02,P031,S08,0
2024-01-02,P031,S09,0
2024-01-02,P031,S10,1
2024-01-02,P032,S01,0
2024-01-02,P032,S02,0
2024-01-02,P032,S03,0
2024-01-02,P032,S04,0
2024-01-02,P032,S05,1
2024-01-02,P032,S06,0
2024-01-02,P032,S07,0
2024-01-02,P032,S08,0
2024-01-02,P032,S09,1
2024-01-02,P032,S10,0
2024-01-02,P033,S01,0
2024-01-02,P033,S02,1
2024-01-02,P033,S03,0
2024-01-02,P033,S04,0
2024-01-02,P033,S05,0
2024-01-02,P033,S06,0
2024-01-02,P033,S07,0
2024-01-02,P033,S08,1
2024-01-02,P033,S09,0
2024-01-02,P033,S10,0
2024-01-02,P034,S01,0
